Age	SLOCStandard	CommentCodeRation	Readability	SimpleReadability	NVAR	NCOMP	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	Length	MaintainabilityIndex	isPublic	isStatic	isGetterSetter	Parameters	LocalVariables	ChangeAtMethodAge	NewAdditions	DiffSizes	EditDistances	TangledWMoveandFileRename	Buggycommiit	RiskyCommit	file	
985	3	0.0	0.41219955682754517	0.8256766226654887	0	0	1	1.89	0	0	17.0	131.28770446777344	1	0	1	1	0	0	0	0	0	0	0	0	2728.json	
1649	4	0.0	0.060585614293813705	0.6159754355984888	0	0	1	1.66	0	1	23.0	124.58238983154297	1	0	0	0	0	0	0	0	0	0	0	0	1550.json	
1588	5	0.0	0.0	0.009906934959795851	0	0	1	2.33	0	0	59.0	115.57544708251953	1	0	0	5	0	0	0	0	0	0	0	0	1661.json	
1623	4,4	0.25,0.0	0.7972373962402344,0.25085464119911194	0.5752616648339679,0.5230186230750028	0,0	0,0	1,1	0.98,1.0	0,0	1,1	25.0,25.0	123.96263122558594,123.96263122558594	1,1	0,0	0,0	1,1	0,0	0,5	0,1	0,3	0,22	0,13	0,0	0,0	2252.json	
1809	4,4,4	0.0,0.0,0.0	0.029329095035791397,0.02932650037109852,0.02932650037109852	0.2593754567067218,0.24665351052396,0.24665351052396	0,0,0	0,0,0	1,1,1	1.0,1.0,1.0	0,0,0	2,2,2	31.0,31.0,31.0	122.60694122314453,122.60694122314453,122.60694122314453	1,1,1	0,0,0	0,0,0	1,1,1	0,0,0	0,77,111	0,1,0	0,2,0	0,6,0	0,112,0	0,0,0	0,0,0	1451.json	
1591	6	0.0	0.10479709506034851	0.32560232395183086	0	0	2	1.37	1	3	37.0	114.96261596679688	1	0	0	1	1	0	0	0	0	0	0	0	1237.json	
316	3	0.0	0.7111576795578003	0.8023245789658889	0	0	1	3.77	0	0	17.0	131.03103637695312	1	0	0	2	0	0	0	0	0	0	0	0	1339.json	
944	4	0.0	0.46686500310897827	0.9016171153280462	0	0	1	1.0	0	1	20.0	125.64796447753906	1	0	0	1	0	0	0	0	0	0	0	0	2359.json	
1695	4	0.0	0.046038780361413956	0.5697533024881286	0	0	1	1.0	0	1	24.0	124.1749038696289	1	0	0	0	0	0	0	0	0	0	0	0	1757.json	
985	3	0.0	0.4092327058315277	0.8176150273493817	0	0	1	0.94	0	0	17.0	131.28770446777344	1	0	1	1	0	0	0	0	0	0	0	0	2777.json	
1649	5,5	0.0,0.0	3.5050191218033433E-4,1.9273495126981288E-4	0.16974131968327993,0.10812457127487565	0,0	0,0	1,1	2.33,2.33	0,0	1,1	38.0,40.0	117.86318969726562,117.53009796142578	1,1	0,0	0,0	4,4	0,0	0,53	0,1	0,2	0,25	0,14	0,0	0,0	1523.json	
