Age	SLOCStandard	CommentCodeRation	Readability	SimpleReadability	NVAR	NCOMP	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	Length	MaintainabilityIndex	isPublic	isStatic	isGetterSetter	Parameters	LocalVariables	ChangeAtMethodAge	NewAdditions	DiffSizes	EditDistances	TangledWMoveandFileRename	Buggycommiit	RiskyCommit	file	
210	3	0.0	0.0	0.014930873475689407	0	0	1	1.89	0	1	48.0	124.79442596435547	1	1	0	4	0	0	0	0	0	0	0	0	3328.json	
92	5	0.0	0.9061760306358337	0.9256126042698366	0	0	1	1.96	0	0	20.0	121.91056823730469	1	0	0	0	0	0	0	0	0	0	0	0	125.json	
1016	3	0.0	0.39548400044441223	0.7601666073064662	0	0	1	1.89	0	3	20.0	130.44261169433594	1	0	0	0	0	0	0	0	0	0	0	0	2843.json	
231	3	0.0	0.15886691212654114	0.7028892001305688	0	0	1	1.89	0	1	22.0	129.47398376464844	1	0	0	2	0	0	0	0	0	0	0	0	1678.json	
1360	1,3,3,3,3	0.0,0.0,0.0,0.0,0.0	0.9880495071411133,0.9700493812561035,0.9700493812561035,0.9676591753959656,0.9676591753959656	0.8055316941025739,0.9862614833288892,0.9862614833288892,0.992231209476453,0.992231209476453	0,0,0,0,0	0,0,0,0,0	1,1,1,1,1	0.0,1.89,1.89,1.89,1.89	0,0,0,0,0	0,0,0,0,0	13.0,13.0,13.0,12.0,12.0	150.7931671142578,132.9956512451172,132.9956512451172,133.59722900390625,133.59722900390625	1,1,1,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,297,705,714,722	0,3,1,2,1	0,4,2,4,2	0,41,1,8,1	0,126,99,392,204	0,0,0,0,0	0,0,1,0,0	2282.json	
876	20,22,22	0.0,0.0,0.0	0.0014905373100191355,7.810679380781949E-4,4.778056754730642E-4	2.3415096734192554E-9,3.723536495660572E-11,1.711829861843612E-11	0,0,0	0,0,0	7,7,7	2.65,2.57,2.57	1,1,1	3,5,5	162.0,180.0,184.0	85.35281372070312,83.09730529785156,82.98301696777344	1,1,1	1,1,1	0,0,0	2,3,3	3,3,3	0,147,356	0,5,2	0,8,4	0,217,6	0,3,1	0,0,0	0,0,0	4942.json	
795	3,3	0.0,0.0	0.9497587084770203,0.971034049987793	0.9764809550705218,0.9939595153421759	0,0	0,0	1,1	1.89,1.89	0,0	0,0	15.0,13.0	131.9385528564453,132.9956512451172	1,1	0,0	0,0	0,0	0,0	0,5	0,1	0,2	0,24	0,77	0,0	0,0	5133.json	
1189	3,3,3,3,1,1	0.0,0.0,0.0,0.0,0.0,0.0	0.6849416494369507,0.6984202861785889,0.6788762807846069,0.6788762807846069,0.9839872121810913,0.9839872121810913	0.9208029231783866,0.8831999140252936,0.8765136640295474,0.8765136640295474,0.9948555702590356,0.9948555702590356	0,0,0,0,0,0	0,0,0,0,0,0	1,1,1,1,1,1	1.89,1.89,1.89,1.89,0.0,0.0	0,0,0,0,0,0	1,1,1,1,0,0	16.0,16.0,16.0,16.0,9.0,9.0	131.75106811523438,131.75106811523438,131.75106811523438,131.75106811523438,153.63165283203125,153.63165283203125	1,1,1,1,1,1	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	0,35,39,126,551,637	0,3,1,0,1,0	0,6,2,0,4,0	0,18,3,0,56,0	0,109,124,126,204,1	0,0,0,0,0,0	0,0,0,0,0,0	199.json	
1011	3,3	0.0,0.0	0.4594348967075348,0.7578322887420654	0.8765596395757267,0.9571932614820733	0,0	0,0	1,1	1.89,1.89	0,0	0,0	16.0,12.0	131.46876525878906,133.59722900390625	1,1	0,0	0,0	0,0	0,0	0,167	0,1	0,2	0,15	0,218	0,0	0,0	3185.json	
385	3	0.0	0.0060240705497562885	0.4050944746907614	0	0	1	1.89	0	2	29.0	127.94110107421875	1	0	0	3	0	0	0	0	0	0	0	0	5378.json	
1023	3	0.0	0.9569156765937805	0.9402591753406542	0	0	1	1.89	0	0	19.0	130.57513427734375	1	0	0	1	0	0	0	0	0	0	0	0	4914.json	
716	7	0.0	4.0946013177745044E-4	0.0015945331725437393	0	0	2	2.56	1	3	66.0	108.72822570800781	1	0	0	2	2	0	0	0	0	0	0	0	392.json	
514	7,7	0.0,0.0	0.0016282538417726755,0.002753570908680558	4.114974433066877E-4,9.301325534945397E-4	0,0	0,0	1,1	1.81,1.81	0,0	5,5	70.0,67.0	108.49634552001953,108.79938507080078	1,1	1,1	0,0	1,1	1,1	0,303	0,2	0,4	0,27	0,163	0,0	0,0	5004.json	
